text,label,raw_outputs,probability
溢價600% 哪有什麼陰謀論,2,[-2.3203125  -1.57617188  3.93359375],0.9940654453853922
金管會開方便門，其實元油有救，但是操盤手搞砸了一切....,0,[ 3.63085938 -1.88671875 -0.22583008],0.9754637476722791
這所學校體育課要健行嗎,2,[-2.67578125 -1.60253906  4.6328125 ],0.9973781932987772
再啦幹,2,[-2.28710938 -1.36816406  4.33203125],0.9953419099781999
不管是原油，還是DR，金管會的確是干預自由市場沒錯～但是只能說這就是台股的風險我們小戶根本就不能幹嘛,2,[-1.9140625  -1.67382812  4.171875  ],0.9948596287378833
反串嗎？不是反串的話這女的太可悲了吧,2,[-2.1015625  -1.63867188  4.46875   ],0.9963854697481764
2000萬不會買合一膩  當時30幾塊以下隨便你買  所以是自己的問題,2,[-2.22265625 -1.39453125  3.921875  ],0.9929938821125329
真的無知 她有做功課嗎,2,[-2.66992188 -1.5703125   4.55859375],0.9971038520147322
負價格的原油表示:拜尺,2,[-2.265625   -1.62695312  4.01953125],0.9946352650712145
能2000萬這一投機 身價1億都嫌少.. 可能3~5億吧,2,[-2.35742188 -1.59277344  4.53125   ],0.996801369031682
炒作不是自由市場啦 別把自由兩字搞到那麼沒限制,2,[-2.53320312 -1.60253906  4.70703125],0.9974704565634637
低卡出來的 先懷疑是不是在反串,2,[-2.140625   -0.89550781  2.49023438],0.9582225620135361
炒作成功反而是市場被操縱的結果 前陣子的蒜頭就是,2,[-1.88867188 -1.53710938  4.08984375],0.9939052648308553
當初放空就賺2000萬了,1,[-1.22363281  1.15820312 -0.83544922],0.8139492051134918
還好我九塊先跑 最近又賺回來了,1,[ 0.58105469  1.96777344 -2.70703125],0.7941416034164411
健行不就是以前中壢的清大！竟然只有這種程度…,2,[-1.73828125 -1.70214844  4.22265625],0.9947775927076503
科大財經...加油了,2,[-2.40234375 -0.24560547  2.30664062],0.9200305644883882
如果說金管會干預賭場 這樣說就沒問題了,2,[-2.45507812 -1.48242188  4.40234375],0.9961815169871944
呵呵 賭輸怪賭場,2,[-1.97363281 -1.49609375  4.1484375 ],0.994301938893843
這4大質疑，看起來她真的不懂正2,2,[-2.29882812 -1.59960938  4.4296875 ],0.9964094451943672
翻譯：老爸這兩千不如給我,2,[-2.16796875 -1.546875    4.13671875],0.9947981702991084
兩千萬臺幣歐印一檔，老爸這次僥倖逃過，下次也會再踩雷賠錢,0,[ 1.61328125 -0.53857422  0.37426758],0.7112689119093519
買起來買起來,1,[-2.6640625   3.94335938 -2.875     ],0.9975621352805805
2000萬買油2 呵呵 只能說賠錢剛好,2,[-0.29467773 -0.93115234  1.85253906],0.8484507972859526
不下市又不代表買了就一定賺...,1,[-1.87597656  1.40820312 -1.06054688],0.8911369566367651
翻兩倍的話會上來分紅嗎？自己愛賭怪東怪西,2,[-2.35351562 -0.90283203  3.28515625],0.9816101466221979
爸爸花2000萬想讓女兒搞懂什麼是原油正2ETF 看來效果不太好,2,[-1.92578125 -1.57519531  4.2421875 ],0.9949547137547972
什麼都愛怪政府，政府也只好一堆事都跑出來管,2,[-1.3359375  -1.77636719  4.140625  ],0.9931699944354172
本科系的言論還跟路邊賣菜的阿婆一樣 休學好了,2,[-1.55566406 -1.79003906  4.41796875],0.9954624597176673
投資有賺有賠囉,0,[ 0.45556641  0.36230469 -1.03222656],0.467983896233032
金管會之前延後期限，加上元大自己曾經狂買造成價格一度上漲，一定會有人預期它們這次也會這樣搞,1,[-1.51074219  1.10351562 -1.22753906],0.854397581789902
低能卡幻想文,2,[-2.13867188 -1.75292969  4.578125  ],0.9970183524349989
兩千萬可以買台積電吧,2,[-2.66210938 -0.80859375  2.73046875],0.9675009026300775
炒底失敗出來哭又失敗,0,[ 2.16210938 -0.32519531 -0.52294922],0.8685449164918546
哪間啦,2,[-2.57617188 -1.51367188  4.1875    ],0.9955231055804151
2000萬買台積電現在早就財富自由了，再炒股阿！,1,[-2.6640625   1.65234375 -0.51416016],0.886583568962986
“再也不投綠了”,0,[ 1.14941406  0.15539551 -0.72509766],0.6563762830768637
福利熊給你跑還不跑硬要賭是要怪誰,0,[ 2.86132812 -1.2890625  -0.08569336],0.9361068746119112
還再幻想文喔...快下市了...安心上路了 RIP,0,[ 4.7109375  -2.1328125  -1.21679688],0.9962832557562038
大認同f姐,2,[-2.328125   -1.46972656  4.07421875],0.9944621055184877
原油正二不是股癌大代表作嗎？股癌大快cue我！,2,[-1.88476562 -0.44726562  2.10546875],0.9121059733643221
爸爸有錢就好 不要說科大 讀完義務教育也沒差,2,[-2.29101562 -1.54980469  4.66796875],0.9970648998515921
如果是真的 那這三小財經系,2,[-1.89453125 -1.83203125  4.390625  ],0.9961670142797913
歐印啦  哪次不歐印        買台積電就沒這個煩惱了,1,[-2.03320312  1.72363281 -1.13574219],0.9253586359399106
唯一的錯是沒準時下市,0,[ 4.55859375 -2.33789062 -0.66064453],0.9936182046748516
低能卡 沒對帳單,2,[-2.51953125 -1.64746094  4.62890625],0.997340780230197
“金”好嗎，還在“經”，唉,2,[ 0.97900391 -0.7734375   1.2578125 ],0.5297013680028542
又在編故事,2,[-2.70507812 -1.28515625  4.26171875],0.995181042692927
念財金怎沒教你爸?,2,[-2.00976562 -1.64746094  4.20703125],0.9951609122772632
恩…,2,[-0.35717773 -0.22546387  0.83496094],0.6061046880967635
低能卡的文能信？,2,[-2.36132812 -1.6796875   4.734375  ],0.9975390581055703
有時間發廢文讓人噓，沒時間充實腦袋，每天都在美食逛街出國ig是吧,2,[-2.30664062 -1.44726562  4.13671875],0.9946798386462993
有2000萬能賠也還好啦 不會是借來的錢吧 哈哈,2,[-1.77929688 -1.6171875   4.12109375],0.994076622132302
幻想文吧,2,[-2.54296875 -1.47949219  4.2421875 ],0.995614678057419
2000萬買台積不就好了,2,[-2.953125   -0.25146484  2.33203125],0.9254325383645469
有啥好崩潰，富爸爸有零錢隨意花不行嗎,2,[-2.05273438 -0.91992188  2.75585938],0.9675962329211747
還不就是賭輸想帶風向拼看看用群眾逼政府,2,[-2.41796875 -1.67675781  4.59375   ],0.9972152503375652
幻想,2,[-2.24414062 -1.3359375   3.52734375],0.989276025932
福利熊放水給你了 你還賭輸?,0,[ 0.40698242  0.30737305 -0.26708984],0.41410955039094166
買0050 不香嗎？,1,[-1.92480469  2.5        -2.37695312],0.9807799046199907
哈哈,2,[-2.69140625 -1.578125    4.43359375],0.9967559512540523
北七幻想文只有記者會信ㄏㄏ,2,[-2.39257812 -1.62988281  4.54296875],0.9969514498347736
金管會有干預也是事實。,2,[-2.5234375  -1.48730469  4.53515625],0.9967270630102736
你應該問你爸為啥敢把2000萬當賭博拿去壓吧,2,[-2.25390625 -1.73339844  4.4375    ],0.9966801643845838
2000億這樣投，你家沒缺錢吧,2,[-2.53710938 -1.20507812  3.68359375],0.9905704964266838
現在還能賣啊,0,[ 4.30078125 -2.18164062 -0.56835938],0.9908739882455425
改萬,1,[-2.84765625  2.03515625 -0.98535156],0.9466540378443362
有一千萬應該都會讓小孩出國念書吧,2,[-2.58203125 -1.64453125  4.69140625],0.9975408547930424
野雞大學不意外 當初溢價幾百%時不跑還凹 要政府拿納稅人的錢救妳們這些少數貪婪賭徒 以為妳們有票我們沒票膩,2,[-0.7265625  -1.79199219  3.03515625],0.9696940701119567
低能卡也能當新聞喔,2,[-2.33007812 -1.60253906  4.546875  ],0.9968439783356451
GG 462了 466學長表示欣慰,1,[-1.87402344  1.52734375 -1.11523438],0.9053827888881215
這篇重點不就是綠色執政 想酸還要繞那麼多彎,2,[-2.29296875 -1.59472656  4.51171875],0.9966740739307492
發行etf爽賺手續跟內扣，有風險時還延遲造市吃慘戶豆腐，怎樣都賺翻了,1,[-2.84179688  1.52929688  0.10101318],0.7984940952570908
原油漲 但溢價太高 收斂溢價跌 那個私募也是讓溢價變少 這是正確的吧,2,[-1.10839844 -1.54003906  2.8515625 ],0.9695138845495557
兩千萬...股利隨便一年都100萬 財務自由了,2,[-2.359375   -0.46582031  2.07617188],0.9169617553729671
大家都好有錢 2000萬買0050就好了啊,1,[-2.14453125  1.42382812 -0.60839844],0.8626300435185129
低卡寫的東西大多都是騙人的吧,2,[-2.2578125 -1.5546875  4.3515625],0.9959464473009162
溫馨,2,[-2.9609375  -1.39648438  4.1953125 ],0.9955119370276185
2000萬 買 兆豐金 還可以 來股版 稱王 不香嗎？,2,[-1.05175781 -1.66601562  3.43945312],0.9830226478675975
兩千多萬欸 好有錢喔...,2,[-2.63867188 -1.04785156  3.8671875 ],0.9912472008949239
有富爸爸真好..........?,2,[-2.30859375 -1.44726562  4.421875  ],0.9959968164537859
2000股比較像真的,2,[-0.56445312 -1.49316406  2.12890625],0.9137589131321984
有兩千萬還不好好投資，買這幹嘛,2,[-2.60546875 -0.66308594  2.84375   ],0.9668455862480717
少一票qq,2,[ 0.86230469 -1.90136719  2.32617188],0.802614497455008
低,0,[ 2.61523438 -1.94042969  0.84570312],0.8467971458726518
99VIX...,2,[-1.21191406 -0.94384766  1.72070312],0.8905606916179577
不忍嘴,2,[-2.40820312 -1.54785156  4.38671875],0.9962483230438027
爸爸當初以為買大公司的商品有保障,2,[-1.98730469 -1.61621094  3.90429688],0.993279112964935
台女不意外,2,[-1.87402344 -0.9765625   3.01953125],0.9747709225393157
我是好奇清算價是多少呢???,2,[-2.5078125  -1.69726562  4.453125  ],0.9969286067645976
淨值都低成這樣還重壓 除了貪不知道說什麼 給你跑不是給你買,2,[-0.40917969 -1.56347656  2.828125  ],0.9508862669427082
健行哈哈哈哈,2,[-1.97558594 -1.14160156  2.37890625],0.9592939251559629
就說要好好念書兩個字 貪心  2000萬幹嘛不買0050怎麼不說是自己貪心導致的結果呢,2,[-2.27148438 -0.97753906  2.6953125 ],0.9686455732429128
還好有你們家，不然我都不知道我賺誰的錢 XD,2,[-2.16796875 -1.67773438  4.0078125 ],0.9945559427907618
當初三月我第一個說會下市...結果顧XX博歹教.......最後不忍直視......,0,[ 1.96679688 -1.42675781  0.859375  ],0.7331384924987526
賠錢算政府 賺錢就股神,2,[-1.44433594 -1.54101562  3.4375    ],0.9857389664059601
健行喔...我高中老師說有去考試就能上的學校,2,[-2.23632812 -1.70800781  4.6953125 ],0.9973744644000168
第一次滿足兩個下市條件卻被某些人做弊後跟本不能碰,2,[-2.14453125 -1.6484375   4.4296875 ],0.9963251870139956
翻譯：老爸有2000萬幹嘛不給我買包 也許他2000萬跟零錢一樣 只是女兒愛亂叫,2,[-2.39648438 -1.63769531  4.64453125],0.9972630403180329
元X 第一次下市條件滿足當天買了超多 隔天沖賺了1e感覺就事先知道不會下市~ 前幾天跟顧XX喬好了...,1,[-0.83935547  1.29003906 -1.80566406],0.8589940205024852
債務金融系吧,2,[-2.03515625 -1.84082031  4.46484375],0.9966816755127986
老老實實買GG就好 UCCU,1,[-1.41992188  1.66503906 -1.79589844],0.9283912080133446
現在顧XX 管資安... X橘管監察院... 不公正的賭場XD,2,[-2.03515625 -1.79394531  4.35546875],0.9962025358625457
有2000萬買原油ETF 應該不需要大家替她擔心,2,[-2.04492188 -0.53955078  1.74511719],0.8893611759484586
當初照規矩來都沒事,2,[-2.05078125 -1.21679688  3.25390625],0.9838573406618413
只能說被當韭菜真可憐啊莊家聯合坑殺的又不是今天才有，人家開賭場就是要賺賭客的錢,2,[ 0.28027344 -1.5546875   2.15234375],0.848640540956796
學店,2,[-0.234375   -2.01953125  2.92578125],0.9528021790309791
怎麼不說，原油如果漲翻，他老爸就賺翻了...,1,[-2.92773438  1.97070312 -0.67675781],0.9273951118834185
低能卡,2,[-1.59765625 -1.82519531  4.3828125 ],0.9954796410178616
笑死,2,[-2.55078125 -1.45800781  4.41796875],0.996267105932299
有兩千萬為什麼不歐印台GG 聯發科?！,1,[-1.51367188  0.62792969  0.39453125],0.5237509054961311
智障科大,2,[-2.01953125 -1.79882812  4.61328125],0.9970507105087425
爽 cc,2,[-2.31640625 -1.68457031  4.359375  ],0.9963798844446055
清雲的財經系有很強嗎?,2,[-2.08398438 -1.38671875  3.96875   ],0.9929760065192985
這跟綠色執政有小小小關係,2,[-2.47460938 -1.63574219  4.58203125],0.9971527825608932
沒有真人出來說之前，都只是個造謠大平台。,2,[-2.171875   -1.57226562  4.359375  ],0.995905526414326
健行真棒,1,[-1.50195312  0.63232422  0.35913086],0.5321198987853222
什麼野雞財務學系,2,[-2.296875   -1.7109375   4.52734375],0.9969688809713492
笑死，停損機會那麼多，硬要凹單怪誰？,2,[ 0.68652344 -0.24902344  1.24609375],0.556893062603233
當初歐印gg現在就財富自由了,2,[-2.20703125  0.1739502   1.08203125],0.6941618729084307
低能咔,2,[-1.58300781 -1.32128906  3.48632812],0.9857520472428818
講沒照規定來罵政府這個可以 但虧錢罵政府這不好看,2,[-1.95898438 -1.72558594  4.48046875],0.9963985571257358
什麼爛學生，教授麻煩領回別丟臉好嗎,2,[-1.40527344 -1.8125      4.1015625 ],0.9932852716015919
學校要被鬥了,2,[ 0.22839355 -2.17773438  2.30859375],0.8801522050268553
台女錢不見再怪賭場 笑死,2,[-1.75878906 -1.53320312  3.71679688],0.9906529001642832
寫手找等級好一點的,2,[-2.46679688 -1.62304688  4.71484375],0.997477929925418
健行科大，大專籃球蠻強的...,1,[-2.93554688  2.07617188 -0.86767578],0.9439998894544959
可悲 當初兩千萬準備發財時怎沒崩潰,0,[ 1.50878906 -0.99316406  0.81884766],0.6315003919209055
那也是他爸的錢啊,2,[-2.01953125 -1.45410156  3.72460938],0.9912406535696654
愛賭又愛怪政府,2,[-2.18554688 -1.65722656  4.4140625 ],0.9963443176290462
低卡幻想文,2,[-2.41210938 -1.31152344  3.64648438],0.9907222833207012
有沒有人想過他兩千萬可能也都是賭這種高風險投資來的? 只是這次夜路走多了碰到鬼,2,[-2.11523438 -0.58544922  2.55859375],0.9501687603683674
有人在故意帶風向了 ㄏㄏ,2,[-2.703125   -1.55859375  4.41796875],0.9966657377600664
賺錢的時候也會怪政府嗎?,2,[-1.96777344 -1.62792969  4.359375  ],0.9957208459410024
元大跟金管會吃相難看,2,[-0.89941406 -1.83984375  3.28125   ],0.9791846475066487
照規定不是金管會有權決定要不要下市嗎? 所以有照規定來啊 只是一堆人賭福力熊會讓他下市 結果賭錯了,2,[-1.23242188 -1.5078125   3.19726562],0.9794631833226077
賭輸就認命吧,2,[-0.69482422 -1.53417969  2.81640625],0.95899399039942
還好有你們這句，真的突破盲點,2,[-2.63671875 -1.42480469  4.30078125],0.9957857004700843
基因不是騙人的zz,2,[-2.73632812 -1.3984375   4.5       ],0.9965482766339545
政府有說請大家安心買嗎?,1,[-0.12194824  0.50292969 -0.06335449],0.4755207820030663
the 貪,2,[ 0.43041992 -1.96386719  2.25976562],0.8509451289706947
通篇唬爛 她懂這麼多 會不懂溢價?,2,[-1.54003906 -1.82226562  4.0390625 ],0.9934201651380805
四大可疑一點都不可疑 有從頭到尾追查過程的話,2,[-2.54882812 -1.51660156  4.4296875 ],0.9964653245075379
中文先學好,2,[-2.42382812 -1.50488281  4.703125  ],0.9971915028396566
低能卡,2,[-1.59765625 -1.82519531  4.3828125 ],0.9954796410178616
覺得是唬爛文，很少人那麼扯，壓2000萬買。一般都是小買玩玩霸了,2,[-2.39453125 -0.82714844  3.01171875],0.9746527861713498
人家兩千萬可能算小買啊,2,[-2.7578125  -0.69042969  3.16601562],0.9767361344149192
就是個賭徒,2,[-2.51757812 -1.51660156  4.4453125 ],0.9964910206581927
當初買金融股還可以領股利,1,[-1.96679688  1.30957031 -1.09277344],0.8863120576223137
媽媽給很多機會讓你跑 不跑硬要賭 賭輸上來討拍 賭不是要自稱投資大師 股神？,2,[-1.93261719 -1.39941406  3.765625  ],0.9910167386100281
民進黨有差妳這票嗎呵呵,2,[-2.19140625 -1.76074219  4.4296875 ],0.9966304726402648
他看起來根本沒在讀書,2,[-1.9375     -1.7109375   4.57421875],0.9966614936296987
當初兩千萬買GG，現在就變成四千萬了,2,[-2.1015625  -1.27050781  3.50390625],0.9880244266959003
who cares,2,[-1.47460938 -1.76953125  4.28515625],0.9945313845780435
都公告警示溢價300％好幾個月了  還是有人買,2,[-1.04199219 -1.40917969  2.7109375 ],0.9618237181642223
ㄏㄏ 科大,2,[ 1.79481506e-03 -1.66308594e+00  2.08007812e+00],0.870455409212952
活該,2,[-2.20703125 -1.43847656  4.55078125],0.9963461091883714
不懂的商品亂買 賠錢活該,2,[-0.80664062 -1.6640625   2.99414062],0.9691455183704745
自己愛賭，輸了又愛牽拖！還不知道為什麼輸更慘財經系還是不要打出來，感覺更丟臉,2,[-1.16113281 -1.79101562  3.95117188],0.9908544811976702
有兩千還需要這樣？,2,[-2.39257812 -1.49316406  4.3984375 ],0.9961286698774708
健行科大 財經系  分析挺棒的,2,[-2.59960938 -1.33300781  4.38671875],0.995812565801919
健行在哪？,2,[-2.47460938 -1.359375    3.95507812],0.9935094786473041
先拔草測測風向,2,[-2.07617188 -1.63867188  4.5390625 ],0.9965966972935549
活該死好 賠錢怪政府 就藍腦殘的標準作為,2,[-1.43066406 -1.87792969  4.21875   ],0.9942631952793889
轉遠月搞砸了,0,[ 4.28515625 -2.03515625 -0.80712891],0.9921192544534883
騙人的吧,2,[-2.09960938 -1.35351562  3.80859375],0.991624082791313
台灣現在集體檢討被害人，果然低智商的體現,2,[-2.41015625 -1.72460938  4.65234375],0.9974495917232791
是有規定念了什麼科系就會去教家人嗎 不然念什麼跟家人又沒關係,2,[-2.49023438 -1.62109375  4.75390625],0.997587864886994
這真的是丟臉啊問題陳述都不行,2,[-2.25195312 -1.57226562  4.61328125],0.9969071820880844
有2000萬不去買台G，是在想啥...,2,[-2.1484375  -1.44726562  3.44335938],0.9888799993467485
還有心情發文，應該不嚴重，只是不爽,2,[-2.58203125 -1.35058594  4.5546875 ],0.996491955560833
錢太多 我知道,2,[-2.40234375 -0.64160156  2.24804688],0.9388317132300953
說不定身家20e，賭個1％不過分吧～,2,[-2.21679688 -1.53027344  4.3828125 ],0.9959517254576066
低卡不是一堆幻想文 沒圖一律當假的,2,[-2.51171875 -1.24023438  3.68945312],0.9908290687428069
賺錢的時候有拿出來分?,2,[-2.18554688 -1.42871094  3.89648438],0.9928998390123142
哈欠~缺錢記得跟葛格縮一下葛格可以幫助你,2,[-0.83837891 -0.81347656  1.99902344],0.893948797250797
靠爸台女哭哭，沒辦法出國打卡了,0,[ 2.36914062 -2.27539062  0.71533203],0.8326852995835519
低卡是綠卡?怪了~數位諸葛耶!!文看來的確是不爽而已,2,[-1.98730469 -1.72167969  4.3828125 ],0.9960707265666018
檢討韭菜就是爽啊,0,[ 4.98828125 -2.421875   -0.99023438],0.9968721551602505
健行不意外啊,2,[-2.375      -1.04101562  3.26171875],0.9831913087214835
有兩千萬還需要替他擔心嗎 這資產還這操作 怪誰,2,[-2.2890625  -1.62988281  4.49609375],0.9966951711095755
賺就是自己聰明 賠就政府負責,2,[-2.0546875  -1.50585938  3.80664062],0.9922829689909228
健行健行 財經不行,2,[-1.75195312 -1.57324219  4.21875   ],0.9944268913423615
"哪有什麼""信誓旦旦的要投資人安心買"" 瞎掰喔",0,[ 0.89746094  0.50195312 -0.02618408],0.4829967984124394
講話打字跟低能兒一樣,2,[-2.45703125 -1.68457031  4.703125  ],0.9975469704849127
爽啦 貪婪,1,[-2.82617188  3.06640625 -2.109375  ],0.9916585136868983
自己北七玩溢價怪誰,2,[-2.171875   -1.69628906  4.328125  ],0.9960929174611273
溢價600%的陰謀？嗯...確定他財金系？,2,[-2.25390625 -1.64160156  4.48828125],0.996654332082029
這大概反串吧，有那麼智障的嗎？,2,[-2.73632812 -1.56835938  4.546875  ],0.9971124227170554
健行在哪？,2,[-2.47460938 -1.359375    3.95507812],0.9935094786473041
正二當初處理的不好是真的啦，早該下市了,0,[ 4.984375   -2.48828125 -0.98730469],0.9968913228824963
可悲學店,2,[-0.19128418 -2.08984375  3.24609375],0.964353385821343
不過這再一次證明一件事，真正的賭徒沒有願賭服輸的啦以前輸錢沒人可以怪，只好天天罵主力。,2,[-1.29003906 -1.42675781  3.11914062],0.9777313961160395
糞學店還出來讓人笑,2,[-0.73193359 -1.87109375  3.50195312],0.9812233958271933
覺得應該是反串帶風向吧,2,[-2.73242188 -1.49707031  4.453125  ],0.996648484154973
2454,0,[ 1.0546875   0.24719238 -1.09667969],0.640082425724061
怎不買0056？,1,[-2.0703125   2.55273438 -2.32226562],0.9828416335853334
誰叫你要雞蛋放在同個籃子裡，分散風險很難嗎？賺錢是自己英明神勇，賠錢政府要負責，哪來這種事！？,2,[-2.41601562 -1.60644531  4.53515625],0.9969006482990753
藍色執政.....會更好嗎 笑,2,[-2.09375  -1.71875   4.546875],0.996803514458749
台灣的金融商品真的少數人就可以寫劇本太容易被操控了，還是去買美國的比較不會被聯合收割,2,[-2.42382812 -1.62402344  4.6640625 ],0.9973137646544082
女兒表示：麥夠阿捏啪我爸爸,2,[ 0.07147217 -1.01367188  2.08398438],0.8483150003059822
經驗無價,2,[-2.68164062 -1.29492188  4.25      ],0.9951400879932241
學店閉嘴,2,[-2.43359375 -1.49511719  4.3203125 ],0.9958696169589176
兩千萬為什麼不買儲油槽屯就好,2,[-1.39355469 -0.77978516  2.09179688],0.9197497369214949
這檔虧500萬以上的還真的不少 我認識的就有3個不過這幾個資產都超過4000萬就是了,2,[-1.94238281 -1.55273438  4.359375  ],0.9954809627721186
我正二虧了80萬，還好有跑，沒虧300萬自我安慰，那些人就是不認為是自己的錯，愛賭,2,[ 0.9296875  -1.20019531  1.37011719],0.5813036319897287
呆的人守不住錢,2,[ 0.99707031 -1.16601562  1.3046875 ],0.5495344552662714
是被飛彈炸了，原子彈炸了就不止你家房子了,2,[-0.46972656 -1.77246094  2.6484375 ],0.9467350413194691
虧你還財經系，槓桿型的東西是可以長放嗎？,2,[-2.28125    -1.09667969  3.4921875 ],0.986900457764953
2000萬不炒房買正2？這腦袋？,2,[-2.0078125  -1.41503906  3.87304688],0.9922172421458205
那篇文好好笑 整個版都在嗆她,2,[-2.43359375 -1.57324219  4.39453125],0.9963704004226072
投資有賺有賠申購前請詳閱公開說明書,2,[-2.28710938 -1.46484375  3.97851562],0.9938130615100872
早就一堆機會讓你跑了自己不跑,0,[ 4.59765625 -1.99414062 -1.32226562],0.9959594094390295
清雲科大吧？,2,[ 0.83056641 -2.07226562  2.203125  ],0.78903914198205
不用替妳老爸擔心 擔心自己吧,2,[-2.48632812 -1.15234375  3.453125  ],0.987527055092673
沒對帳單，果然是低能卡,2,[-2.546875 -1.640625  4.625   ],0.9973386946239149
學店財經系XDDDDDDDDDDDD,2,[-1.34179688 -1.86523438  3.9765625 ],0.9922560291279727
太貪怨誰,2,[-1.63476562 -1.59960938  3.53515625],0.9885589677622261
投資原po結果讀健行，還有差這兩千萬嗎哈哈,2,[-2.35351562 -1.578125    4.48046875],0.9965973713220131
2000萬也太趕了吧敢,2,[-1.36132812 -1.56835938  3.4453125 ],0.9853947442310468
我 笑了,2,[-2.484375   -1.52929688  4.3359375 ],0.9960876287603067
所以還是要挑學校,2,[-2.80078125 -1.50878906  4.54296875],0.997008633017056
爸爸：女兒妳的嫁妝剩這些  健行科大女兒：抗議~~,2,[-1.65820312 -1.78320312  4.39453125],0.9955929604502366
有對帳單再來講，低能卡唬爛文一堆,2,[-2.5        -1.63867188  4.625     ],0.9972983448932676
這種唬爛故事沒對帳單根本不信,2,[-2.40234375 -1.64257812  4.58984375],0.9971245700940287
每天只會抄PTT 文組屁孩記者下賤無極限,2,[-1.94238281 -1.64257812  4.43359375],0.9960170178031182
學店果然有學店的樣子XD,2,[-1.89550781 -1.62792969  3.9765625 ],0.9935436309578517
錢是你爸的 你在崩潰啥 公主以為是你的哦？,2,[-0.87158203 -1.37792969  2.52539062],0.9490824219967824
財經系？ 有笑給推,2,[-2.45117188 -1.67480469  4.5390625 ],0.9970862019724105
有2000w可以亂花真好....,2,[-2.13476562 -1.22363281  3.30078125],0.9850276628724688
爸爸錢這麼多怎麼沒給妳補習  健行聽都沒聽過,2,[-2.36328125 -1.59375     4.64453125],0.9971501494970104
不是融資賠到倒貼就好了啦,0,[ 1.41210938  0.00440598 -0.43896484],0.7133822783385249
爽欸2000W我也全部拿去買兆豐金變兆豐王,0,[ 0.22229004 -0.14904785 -0.34472656],0.4430609193278045
傳說中的學店?,2,[-2.03515625 -1.64355469  4.4296875 ],0.9961539227760529
投資原po那推文夠嘴哈哈哈,2,[-2.07421875 -1.52539062  3.81640625],0.9925041040748955
兩千萬敢壓這種商品 相信也不缺這兩千萬,2,[-2.37109375 -1.31347656  4.27734375],0.9949971435897749
幻想文,2,[-2.29101562 -1.56445312  4.05078125],0.9946259456365967
低卡幻想文,2,[-2.41210938 -1.31152344  3.64648438],0.9907222833207012
富二代-1 負二代+1,2,[-1.66015625 -1.859375    4.34765625],0.995545259883173
腦袋深度決定口袋深度,2,[-2.11523438 -1.43554688  4.36328125],0.9954535705636846
1.原文連結：  2.原文內容： 【陳俐妏／台北報導】受到iPhone新機拉貨延後，加上鉅額匯兌損失，大立光第3季每股 純益43.74元，表現不如預期。且疫情衝擊高階手機及華為禁令顯現，大立光執行長林恩 平表示，品牌廠對高階信心消極，11月看不到，第4季不確定性高，某客戶訂單已降至零 ，第4季稼動率很難滿。 大立光第3季營收147.86億元，季增16%，但年減2成，毛利率65.7%，為近6季來最低，加 上匯損7.1億元，每股影響5.29元，稅後純益58.67億元，年減31%，每股純益43.74元；累 計前3季稅後純益175.76億元，年減13%，每股純益131.03元。 心得: 中環投顧不要阿~~~~ 上週以為止跌 沒想到 現在破底?  可悲阿  盤是不是要崩了啊!!~~ 現在是台積才有人權是嗎? --,0,[ 1.45703125  0.99511719 -1.88867188],0.6004881068731694
痴一根跌停...,0,[ 5.31640625 -2.5625     -1.45898438],0.9984821359333189
林仔太誠實了吧==,2,[-2.33789062 -1.62792969  4.33984375],0.996195964688606
上次林董誠實的結果就是吃一根，這次應該也是複製貼,2,[-2.39453125 -0.95458984  3.23046875],0.9815200608467018
99光光,0,[ 5.3359375  -2.58398438 -1.6796875 ],0.9987404132951272
真的被哲哲給罵下來了,2,[-1.96875    -1.63378906  4.32421875],0.9955852578161658
某客戶?對面那個華華嗎？,2,[-1.97070312 -1.75390625  4.3359375 ],0.9959267453832337
少了這支有辦法萬三嗎?,2,[-0.29956055 -0.33227539  1.35839844],0.7273136237399237
請問跌到哪裡？,0,[ 1.50292969 -0.04342651 -0.27807617],0.7238554033950684
跌回1999,0,[ 5.1875     -2.328125   -1.47167969],0.9981766234416234
華為就影響台灣供應鏈阿 我才想問問那些說在股版,2,[-2.46679688 -1.62304688  4.625     ],0.9972415009272507
林早在幾個月前就說過業績很差了，很有良心了,2,[-2.09570312 -1.58984375  4.3125    ],0.9956380947456207
討論華為的人 心中到底在想什麼?,2,[-2.52929688 -1.68652344  4.6328125 ],0.9974300652223306
還敢買的就自己的問題,2,[-1.85742188 -0.62744141  1.96191406],0.9115680741244773
林真的蠻誠實的 少見,2,[-2.25195312 -1.609375    4.390625  ],0.9962318386656037
993008,0,[ 5.3359375  -2.5703125  -1.60351562],0.998664552919981
還有利空嗎? 華為講多久了,1,[-0.50585938  0.83496094 -0.49438477],0.6551872076251822
某客戶訂單已降至零,0,[ 1.37304688 -0.26342773  0.50683594],0.6191156544765044
林董吃了幾顆誠實豆沙包,2,[-2.09960938 -1.58105469  4.21484375],0.995173455255877
不重要  鬼股有雞雞就夠惹,2,[-1.84765625 -0.84033203  2.10546875],0.9330494311732402
誠實老闆給推 等1000買100股,1,[-2.5234375   0.78076172  0.53710938],0.5493030592744107
4月差，7月也差，然後晚一週公布的GG都超好,1,[-1.56445312  1.05273438 -0.44287109],0.7709382317251544
嗚嗚,2,[ 0.43823242 -1.55761719  2.0078125 ],0.808788363813128
